STATE,YEAR,MONTH,TYPE,DAMAGE
PENNSYLVANIA,2011,July,High Wind,25.00K
ARKANSAS,2011,April,High Wind,25.00K
KENTUCKY,2011,May,High Wind,25.00K
INDIANA,2011,November,High Wind,25.00K
KANSAS,2011,August,High Wind,25.00K
ARKANSAS,2011,June,High Wind,25.00K
ARKANSAS,2011,June,High Wind,25.00K
VIRGINIA,2011,July,High Wind,25.00K
ILLINOIS,2011,September,High Wind,25.00K
PENNSYLVANIA,2011,August,High Wind,25.00K
PENNSYLVANIA,2011,August,High Wind,25.00K
ARIZONA,2011,August,High Wind,25.00K
SOUTH DAKOTA,2011,August,High Wind,25.00K
GEORGIA,2011,July,High Wind,25.00K
ARIZONA,2011,August,High Wind,25.00K
PENNSYLVANIA,2011,August,High Wind,25.00K
INDIANA,2011,June,High Wind,25.00K
IOWA,2011,August,High Wind,25.00K
ARKANSAS,2011,June,High Wind,25.00K
PENNSYLVANIA,2011,August,High Wind,25.00K
NEW YORK,2011,November,High Wind,25.00K
PENNSYLVANIA,2011,August,High Wind,25.00K
PENNSYLVANIA,2011,November,High Wind,25.00K
PENNSYLVANIA,2011,November,High Wind,25.00K
PENNSYLVANIA,2011,November,High Wind,25.00K
NEW YORK,2011,August,High Wind,25.00K
PENNSYLVANIA,2011,November,High Wind,25.00K
NEW YORK,2011,August,High Wind,25.00K
TEXAS,2011,September,High Wind,25.00K
PENNSYLVANIA,2011,February,High Wind,25.00K
KENTUCKY,2011,April,High Wind,25.00K
PENNSYLVANIA,2011,April,High Wind,25.00K
KENTUCKY,2011,February,High Wind,25.00K
PENNSYLVANIA,2011,April,High Wind,25.00K
PENNSYLVANIA,2011,February,High Wind,25.00K
KENTUCKY,2011,February,High Wind,25.00K
FLORIDA,2011,March,High Wind,25.00K
INDIANA,2011,April,High Wind,25.00K
MICHIGAN,2011,April,High Wind,25.00K
LOUISIANA,2011,April,High Wind,25.00K
ARKANSAS,2011,February,High Wind,25.00K
PENNSYLVANIA,2011,April,High Wind,25.00K
KENTUCKY,2011,February,High Wind,25.00K
TENNESSEE,2011,February,High Wind,25.00K
KENTUCKY,2011,April,High Wind,25.00K
TENNESSEE,2011,February,High Wind,25.00K
TENNESSEE,2011,February,High Wind,25.00K
ILLINOIS,2011,April,High Wind,25.00K
ILLINOIS,2011,February,High Wind,25.00K
ILLINOIS,2011,February,High Wind,25.00K
TENNESSEE,2011,February,High Wind,25.00K
TENNESSEE,2011,February,High Wind,25.00K
SOUTH CAROLINA,2011,February,High Wind,25.00K
NEW JERSEY,2011,February,High Wind,25.00K
TENNESSEE,2011,February,High Wind,25.00K
OHIO,2011,April,High Wind,25.00K
TENNESSEE,2011,February,High Wind,25.00K
ILLINOIS,2011,February,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
MISSISSIPPI,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
PENNSYLVANIA,2011,April,High Wind,25.00K
INDIANA,2011,April,High Wind,25.00K
TEXAS,2011,April,High Wind,25.00K
PENNSYLVANIA,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TEXAS,2011,April,High Wind,25.00K
TEXAS,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
KENTUCKY,2011,April,High Wind,25.00K
GEORGIA,2011,April,High Wind,25.00K
TEXAS,2011,April,High Wind,25.00K
TEXAS,2011,April,High Wind,25.00K
MISSOURI,2011,May,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
OHIO,2011,April,High Wind,25.00K
WEST VIRGINIA,2011,April,High Wind,25.00K
KENTUCKY,2011,May,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
PENNSYLVANIA,2011,April,High Wind,25.00K
OKLAHOMA,2011,April,High Wind,25.00K
OKLAHOMA,2011,April,High Wind,25.00K
FLORIDA,2011,May,High Wind,25.00K
IOWA,2011,July,High Wind,25.00K
OHIO,2011,May,High Wind,25.00K
TENNESSEE,2011,June,High Wind,25.00K
ARKANSAS,2011,June,High Wind,25.00K
ARKANSAS,2011,June,High Wind,25.00K
KENTUCKY,2011,April,High Wind,25.00K
GEORGIA,2011,April,High Wind,25.00K
ARKANSAS,2011,June,High Wind,25.00K
VERMONT,2011,May,High Wind,25.00K
KENTUCKY,2011,May,High Wind,25.00K
GEORGIA,2011,April,High Wind,25.00K
ARKANSAS,2011,April,High Wind,25.00K
ILLINOIS,2011,May,High Wind,25.00K
IOWA,2011,July,High Wind,25.00K
MISSISSIPPI,2011,April,High Wind,25.00K
LOUISIANA,2011,April,High Wind,25.00K
INDIANA,2011,May,High Wind,25.00K
VERMONT,2011,May,High Wind,25.00K
ILLINOIS,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
VERMONT,2011,May,High Wind,25.00K
MISSISSIPPI,2011,April,High Wind,25.00K
KENTUCKY,2011,February,High Wind,25.00K
MISSOURI,2011,May,High Wind,25.00K
GEORGIA,2011,December,High Wind,25.00K
INDIANA,2011,April,High Wind,25.00K
KENTUCKY,2011,April,High Wind,25.00K
TENNESSEE,2011,March,High Wind,25.00K
FLORIDA,2011,March,High Wind,25.00K
MISSISSIPPI,2011,February,High Wind,25.00K
KENTUCKY,2011,April,High Wind,25.00K
ARKANSAS,2011,April,High Wind,25.00K
ARKANSAS,2011,April,High Wind,25.00K
ARKANSAS,2011,April,High Wind,25.00K
ARKANSAS,2011,April,High Wind,25.00K
OHIO,2011,February,High Wind,25.00K
OHIO,2011,April,High Wind,25.00K
MISSOURI,2011,April,High Wind,25.00K
GEORGIA,2011,April,High Wind,25.00K
ILLINOIS,2011,May,High Wind,25.00K
ALABAMA,2011,April,High Wind,25.00K
NORTH CAROLINA,2011,May,High Wind,25.00K
TENNESSEE,2011,May,High Wind,25.00K
OHIO,2011,May,High Wind,25.00K
TENNESSEE,2011,May,High Wind,25.00K
INDIANA,2011,May,High Wind,25.00K
IOWA,2011,May,High Wind,25.00K
MISSISSIPPI,2011,May,High Wind,25.00K
INDIANA,2011,May,High Wind,25.00K
MICHIGAN,2011,June,High Wind,25.00K
ARKANSAS,2011,June,High Wind,25.00K
NEW YORK,2011,June,High Wind,25.00K
FLORIDA,2011,June,High Wind,25.00K
TEXAS,2011,May,High Wind,25.00K
TENNESSEE,2011,May,High Wind,25.00K
TEXAS,2011,May,High Wind,25.00K
IOWA,2011,May,High Wind,25.00K
IOWA,2011,May,High Wind,25.00K
GEORGIA,2011,April,High Wind,25.00K
ARKANSAS,2011,May,High Wind,25.00K
ALABAMA,2011,April,High Wind,25.00K
GEORGIA,2011,April,High Wind,25.00K
INDIANA,2011,May,High Wind,25.00K
GEORGIA,2011,May,High Wind,25.00K
GEORGIA,2011,April,High Wind,25.00K
KENTUCKY,2011,June,High Wind,25.00K
GEORGIA,2011,April,High Wind,25.00K
IOWA,2011,May,High Wind,25.00K
OHIO,2011,April,High Wind,25.00K
ARKANSAS,2011,April,High Wind,25.00K
ILLINOIS,2011,April,High Wind,25.00K
GEORGIA,2011,March,High Wind,25.00K
KENTUCKY,2011,April,High Wind,25.00K
GEORGIA,2011,March,High Wind,25.00K
FLORIDA,2011,March,High Wind,25.00K
FLORIDA,2011,March,High Wind,25.00K
SOUTH CAROLINA,2011,April,High Wind,25.00K
GEORGIA,2011,April,High Wind,25.00K
IOWA,2011,April,High Wind,25.00K
GEORGIA,2011,April,High Wind,25.00K
MISSISSIPPI,2011,March,High Wind,25.00K
MISSISSIPPI,2011,February,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TEXAS,2011,September,High Wind,25.00K
TENNESSEE,2011,June,High Wind,25.00K
ARIZONA,2011,September,High Wind,25.00K
TENNESSEE,2011,June,High Wind,25.00K
CALIFORNIA,2011,October,High Wind,25.00K
TENNESSEE,2011,June,High Wind,25.00K
TENNESSEE,2011,June,High Wind,25.00K
MINNESOTA,2011,July,High Wind,25.00K
VIRGINIA,2011,December,High Wind,25.00K
PENNSYLVANIA,2011,July,High Wind,25.00K
ILLINOIS,2011,June,High Wind,25.00K
TEXAS,2011,June,High Wind,25.00K
PENNSYLVANIA,2011,June,High Wind,25.00K
ILLINOIS,2011,June,High Wind,25.00K
NORTH DAKOTA,2011,July,High Wind,25.00K
GEORGIA,2011,June,High Wind,25.00K
ARIZONA,2011,July,High Wind,25.00K
MASSACHUSETTS,2011,June,High Wind,25.00K
MISSISSIPPI,2011,June,High Wind,25.00K
GEORGIA,2011,June,High Wind,25.00K
ALABAMA,2011,June,High Wind,25.00K
NEW JERSEY,2011,July,High Wind,25.00K
GEORGIA,2011,June,High Wind,25.00K
NORTH DAKOTA,2011,July,High Wind,25.00K
PENNSYLVANIA,2011,June,High Wind,25.00K
MISSISSIPPI,2011,June,High Wind,25.00K
MASSACHUSETTS,2011,June,High Wind,25.00K
OHIO,2011,July,High Wind,25.00K
ALABAMA,2011,June,High Wind,25.00K
NEW YORK,2011,May,High Wind,25.00K
ALABAMA,2011,June,High Wind,25.00K
ILLINOIS,2011,June,High Wind,25.00K
OHIO,2011,June,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
SOUTH DAKOTA,2011,October,High Wind,25.00K
DELAWARE,2011,August,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
OKLAHOMA,2011,October,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
GEORGIA,2011,September,High Wind,25.00K
ILLINOIS,2011,June,High Wind,25.00K
NORTH CAROLINA,2011,June,High Wind,25.00K
GEORGIA,2011,July,High Wind,25.00K
NEBRASKA,2011,May,High Wind,25.00K
IOWA,2011,June,High Wind,25.00K
IOWA,2011,July,High Wind,25.00K
ILLINOIS,2011,June,High Wind,25.00K
IOWA,2011,July,High Wind,25.00K
IOWA,2011,July,High Wind,25.00K
OKLAHOMA,2011,June,High Wind,25.00K
ALABAMA,2011,August,High Wind,25.00K
NORTH CAROLINA,2011,June,High Wind,25.00K
IOWA,2011,July,High Wind,25.00K
MISSISSIPPI,2011,July,High Wind,25.00K
ILLINOIS,2011,June,High Wind,25.00K
SOUTH CAROLINA,2011,June,High Wind,25.00K
NEBRASKA,2011,June,High Wind,25.00K
IOWA,2011,August,High Wind,25.00K
MINNESOTA,2011,August,High Wind,25.00K
LOUISIANA,2011,July,High Wind,25.00K
MARYLAND,2011,June,High Wind,25.00K
IOWA,2011,July,High Wind,25.00K
ILLINOIS,2011,June,High Wind,25.00K
ILLINOIS,2011,June,High Wind,25.00K
ILLINOIS,2011,June,High Wind,25.00K
MISSISSIPPI,2011,July,High Wind,25.00K
IOWA,2011,July,High Wind,25.00K
ALABAMA,2011,April,High Wind,25.00K
TENNESSEE,2011,August,High Wind,25.00K
MINNESOTA,2011,July,High Wind,25.00K
TEXAS,2011,July,High Wind,25.00K
WISCONSIN,2011,July,High Wind,25.00K
ARIZONA,2011,July,High Wind,25.00K
NEW JERSEY,2011,July,High Wind,25.00K
OHIO,2011,July,High Wind,25.00K
GEORGIA,2011,August,High Wind,25.00K
SOUTH DAKOTA,2011,August,High Wind,25.00K
INDIANA,2011,August,High Wind,25.00K
INDIANA,2011,August,High Wind,25.00K
GEORGIA,2011,August,High Wind,25.00K
MINNESOTA,2011,July,High Wind,25.00K
IOWA,2011,July,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
MINNESOTA,2011,July,High Wind,25.00K
OHIO,2011,July,High Wind,25.00K
NEW JERSEY,2011,July,High Wind,25.00K
ILLINOIS,2011,July,High Wind,25.00K
WISCONSIN,2011,July,High Wind,25.00K
OKLAHOMA,2011,July,High Wind,25.00K
MINNESOTA,2011,July,High Wind,25.00K
ILLINOIS,2011,July,High Wind,25.00K
NORTH DAKOTA,2011,August,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
GEORGIA,2011,August,High Wind,25.00K
MINNESOTA,2011,August,High Wind,25.00K
NEBRASKA,2011,July,High Wind,25.00K
NEBRASKA,2011,July,High Wind,25.00K
GEORGIA,2011,September,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
ARIZONA,2011,August,High Wind,25.00K
ARIZONA,2011,August,High Wind,25.00K
ILLINOIS,2011,July,High Wind,25.00K
ILLINOIS,2011,July,High Wind,25.00K
NEBRASKA,2011,July,High Wind,25.00K
NEBRASKA,2011,July,High Wind,25.00K
ALABAMA,2011,August,High Wind,25.00K
ILLINOIS,2011,July,High Wind,25.00K
ARIZONA,2011,August,High Wind,25.00K
OKLAHOMA,2011,August,High Wind,25.00K
OKLAHOMA,2011,August,High Wind,25.00K
NEBRASKA,2011,July,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TEXAS,2011,August,High Wind,25.00K
NEBRASKA,2011,July,High Wind,25.00K
NEBRASKA,2011,July,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
IOWA,2011,August,High Wind,25.00K
IOWA,2011,August,High Wind,25.00K
IOWA,2011,August,High Wind,25.00K
KANSAS,2011,July,High Wind,25.00K
NEBRASKA,2011,July,High Wind,25.00K
NEBRASKA,2011,July,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
IOWA,2011,August,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
MISSOURI,2011,August,High Wind,25.00K
IOWA,2011,August,High Wind,25.00K
VIRGINIA,2011,September,High Wind,25.00K
TEXAS,2011,August,High Wind,25.00K
TENNESSEE,2011,April,High Wind,25.00K
ARKANSAS,2011,May,High Wind,25.00K
ARKANSAS,2011,May,High Wind,25.00K
ARKANSAS,2011,May,High Wind,25.00K
ARKANSAS,2011,May,High Wind,25.00K
TENNESSEE,2011,May,High Wind,25.00K
ARKANSAS,2011,May,High Wind,25.00K
TENNESSEE,2011,May,High Wind,25.00K
MISSISSIPPI,2011,June,High Wind,25.00K
OHIO,2011,June,High Wind,25.00K
NORTH DAKOTA,2011,July,High Wind,25.00K
ARIZONA,2011,July,High Wind,25.00K
MISSISSIPPI,2011,June,High Wind,25.00K
IOWA,2011,June,High Wind,25.00K
IOWA,2011,June,High Wind,25.00K
IOWA,2011,June,High Wind,25.00K
TENNESSEE,2011,May,High Wind,25.00K
TENNESSEE,2011,May,High Wind,25.00K
TENNESSEE,2011,May,High Wind,25.00K
TENNESSEE,2011,May,High Wind,25.00K
MISSISSIPPI,2011,April,High Wind,25.00K
MISSISSIPPI,2011,April,High Wind,25.00K
WISCONSIN,2011,July,High Wind,25.00K
TEXAS,2011,June,High Wind,25.00K
IOWA,2011,June,High Wind,25.00K
ARKANSAS,2011,August,High Wind,25.00K
TENNESSEE,2011,May,High Wind,25.00K
TENNESSEE,2011,May,High Wind,25.00K
TENNESSEE,2011,July,High Wind,25.00K
MARYLAND,2011,June,High Wind,25.00K
OHIO,2011,June,High Wind,25.00K
OHIO,2011,June,High Wind,25.00K
TENNESSEE,2011,May,High Wind,25.00K
OHIO,2011,June,High Wind,25.00K
IOWA,2011,June,High Wind,25.00K
TENNESSEE,2011,May,High Wind,25.00K
NORTH DAKOTA,2011,July,High Wind,25.00K
NORTH DAKOTA,2011,July,High Wind,25.00K
IOWA,2011,June,High Wind,25.00K
TENNESSEE,2011,May,High Wind,25.00K
TENNESSEE,2011,May,High Wind,25.00K
MISSISSIPPI,2011,June,High Wind,25.00K
ARKANSAS,2011,May,High Wind,25.00K
TENNESSEE,2011,May,High Wind,25.00K
FLORIDA,2011,June,High Wind,25.00K
ARKANSAS,2011,August,High Wind,25.00K
ARKANSAS,2011,August,High Wind,25.00K
ARKANSAS,2011,August,High Wind,25.00K
MISSISSIPPI,2011,June,High Wind,25.00K
TEXAS,2011,May,High Wind,25.00K
TEXAS,2011,May,High Wind,25.00K
TEXAS,2011,June,High Wind,25.00K
VERMONT,2011,July,High Wind,25.00K
NEW YORK,2011,July,High Wind,25.00K
NEW YORK,2011,July,High Wind,25.00K
VERMONT,2011,July,High Wind,25.00K
GEORGIA,2011,June,High Wind,25.00K
VERMONT,2011,July,High Wind,25.00K
TEXAS,2011,May,High Wind,25.00K
KENTUCKY,2011,April,High Wind,25.00K
NORTH CAROLINA,2011,April,High Wind,25.00K
ILLINOIS,2011,May,High Wind,25.00K
OHIO,2011,May,High Wind,25.00K
KENTUCKY,2011,February,High Wind,25.00K
MISSOURI,2011,August,High Wind,25.00K
NEBRASKA,2011,July,High Wind,25.00K
MISSISSIPPI,2011,June,High Wind,25.00K
OHIO,2011,April,High Wind,25.00K
TENNESSEE,2011,May,High Wind,25.00K
TEXAS,2011,January,High Wind,25.00K
OHIO,2011,August,High Wind,25.00K
ARKANSAS,2011,July,High Wind,25.00K
GEORGIA,2011,April,High Wind,24.00K
SOUTH CAROLINA,2011,April,High Wind,24.00K
SOUTH CAROLINA,2011,April,High Wind,24.00K
ILLINOIS,2011,April,High Wind,24.00K
SOUTH CAROLINA,2011,April,High Wind,24.00K
OHIO,2011,February,High Wind,24.00K
SOUTH DAKOTA,2011,July,High Wind,24.00K
SOUTH CAROLINA,2011,August,High Wind,24.00K
MISSISSIPPI,2011,April,High Wind,230.00K
CALIFORNIA,2011,July,High Wind,23.00K
ARIZONA,2011,August,High Wind,225.00K
GEORGIA,2011,November,High Wind,225.00K
ARKANSAS,2011,August,High Wind,225.00K
MICHIGAN,2011,June,High Wind,22.00K
MINNESOTA,2011,April,High Wind,22.00K
SOUTH CAROLINA,2011,April,High Wind,22.00K
SOUTH CAROLINA,2011,April,High Wind,22.00K
ILLINOIS,2011,June,High Wind,22.00K
OHIO,2011,July,High Wind,22.00K
SOUTH CAROLINA,2011,July,High Wind,210.00K
ALABAMA,2011,April,High Wind,210.00K
ALABAMA,2011,May,High Wind,210.00K
INDIANA,2011,June,High Wind,21.00K
ILLINOIS,2011,June,High Wind,21.00K
TENNESSEE,2011,May,High Wind,202.00K
ARKANSAS,2011,February,High Wind,200.00K
ARKANSAS,2011,April,High Wind,200.00K
FLORIDA,2011,April,High Wind,200.00K
NEVADA,2011,July,High Wind,200.00K
NORTH CAROLINA,2011,March,High Wind,200.00K
WEST VIRGINIA,2011,April,High Wind,200.00K
TEXAS,2011,April,High Wind,200.00K
KENTUCKY,2011,May,High Wind,200.00K
GEORGIA,2011,April,High Wind,200.00K
TEXAS,2011,April,High Wind,200.00K
MISSISSIPPI,2011,April,High Wind,200.00K
ARKANSAS,2011,April,High Wind,200.00K
ARKANSAS,2011,April,High Wind,200.00K
MISSISSIPPI,2011,April,High Wind,200.00K
ARKANSAS,2011,April,High Wind,200.00K
NORTH DAKOTA,2011,June,High Wind,200.00K
LOUISIANA,2011,December,High Wind,200.00K
VIRGINIA,2011,December,High Wind,200.00K
ARKANSAS,2011,April,High Wind,200.00K
MISSOURI,2011,February,High Wind,200.00K
ILLINOIS,2011,June,High Wind,200.00K
OHIO,2011,May,High Wind,200.00K
MISSISSIPPI,2011,April,High Wind,200.00K
TEXAS,2011,May,High Wind,200.00K
LOUISIANA,2011,March,High Wind,200.00K
GEORGIA,2011,April,High Wind,200.00K
GEORGIA,2011,April,High Wind,200.00K
GEORGIA,2011,April,High Wind,200.00K
KENTUCKY,2011,April,High Wind,200.00K
MISSISSIPPI,2011,February,High Wind,200.00K
MISSISSIPPI,2011,February,High Wind,200.00K
MINNESOTA,2011,July,High Wind,200.00K
MISSISSIPPI,2011,December,High Wind,200.00K
TEXAS,2011,July,High Wind,200.00K
ILLINOIS,2011,June,High Wind,200.00K
NORTH DAKOTA,2011,July,High Wind,200.00K
KANSAS,2011,June,High Wind,200.00K
ARIZONA,2011,July,High Wind,200.00K
MINNESOTA,2011,July,High Wind,200.00K
NORTH DAKOTA,2011,July,High Wind,200.00K
COLORADO,2011,June,High Wind,200.00K
NORTH DAKOTA,2011,July,High Wind,200.00K
ARKANSAS,2011,September,High Wind,200.00K
NORTH CAROLINA,2011,September,High Wind,200.00K
ILLINOIS,2011,June,High Wind,200.00K
IOWA,2011,July,High Wind,200.00K
IOWA,2011,July,High Wind,200.00K
IOWA,2011,July,High Wind,200.00K
ILLINOIS,2011,June,High Wind,200.00K
IOWA,2011,June,High Wind,200.00K
WISCONSIN,2011,June,High Wind,200.00K
WISCONSIN,2011,July,High Wind,200.00K
TEXAS,2011,August,High Wind,200.00K
KANSAS,2011,August,High Wind,200.00K
TEXAS,2011,May,High Wind,200.00K
PUERTO RICO,2011,May,High Wind,200.00K
GEORGIA,2011,April,High Wind,20.00M
MISSISSIPPI,2011,March,High Wind,20.00K
GEORGIA,2011,June,High Wind,20.00K
ALABAMA,2011,June,High Wind,20.00K
NEW YORK,2011,June,High Wind,20.00K
LOUISIANA,2011,June,High Wind,20.00K
OHIO,2011,June,High Wind,20.00K
MARYLAND,2011,July,High Wind,20.00K
OHIO,2011,June,High Wind,20.00K
MISSOURI,2011,June,High Wind,20.00K
LOUISIANA,2011,June,High Wind,20.00K
ARKANSAS,2011,February,High Wind,20.00K
MISSISSIPPI,2011,April,High Wind,20.00K
TEXAS,2011,June,High Wind,20.00K
GEORGIA,2011,April,High Wind,20.00K
GEORGIA,2011,April,High Wind,20.00K
NEW YORK,2011,April,High Wind,20.00K
FLORIDA,2011,April,High Wind,20.00K
FLORIDA,2011,April,High Wind,20.00K
OHIO,2011,August,High Wind,20.00K
ARKANSAS,2011,April,High Wind,20.00K
GEORGIA,2011,August,High Wind,20.00K
ARKANSAS,2011,April,High Wind,20.00K
SOUTH CAROLINA,2011,September,High Wind,20.00K
OHIO,2011,May,High Wind,20.00K
GEORGIA,2011,April,High Wind,20.00K
GEORGIA,2011,April,High Wind,20.00K
GEORGIA,2011,April,High Wind,20.00K
GEORGIA,2011,April,High Wind,20.00K
GEORGIA,2011,April,High Wind,20.00K
MASSACHUSETTS,2011,July,High Wind,20.00K
KENTUCKY,2011,April,High Wind,20.00K
TENNESSEE,2011,August,High Wind,20.00K
KENTUCKY,2011,April,High Wind,20.00K
MASSACHUSETTS,2011,July,High Wind,20.00K
KANSAS,2011,May,High Wind,20.00K
ALABAMA,2011,June,High Wind,20.00K
ARKANSAS,2011,August,High Wind,20.00K
MICHIGAN,2011,May,High Wind,20.00K
FLORIDA,2011,April,High Wind,20.00K
FLORIDA,2011,April,High Wind,20.00K
ARKANSAS,2011,April,High Wind,20.00K
INDIANA,2011,June,High Wind,20.00K
IOWA,2011,June,High Wind,20.00K
ARKANSAS,2011,August,High Wind,20.00K
NORTH CAROLINA,2011,April,High Wind,20.00K
NORTH CAROLINA,2011,April,High Wind,20.00K
GEORGIA,2011,April,High Wind,20.00K
GEORGIA,2011,April,High Wind,20.00K
ARIZONA,2011,July,High Wind,20.00K
GEORGIA,2011,April,High Wind,20.00K
GEORGIA,2011,April,High Wind,20.00K
ARKANSAS,2011,August,High Wind,20.00K
LOUISIANA,2011,August,High Wind,20.00K
GEORGIA,2011,August,High Wind,20.00K
OHIO,2011,July,High Wind,20.00K
ARKANSAS,2011,April,High Wind,20.00K
ALABAMA,2011,June,High Wind,20.00K
NEW YORK,2011,September,High Wind,20.00K
GEORGIA,2011,November,High Wind,20.00K
ARKANSAS,2011,July,High Wind,20.00K
PENNSYLVANIA,2011,August,High Wind,20.00K
LOUISIANA,2011,July,High Wind,20.00K
ILLINOIS,2011,September,High Wind,20.00K
ILLINOIS,2011,September,High Wind,20.00K
TEXAS,2011,July,High Wind,20.00K
TEXAS,2011,September,High Wind,20.00K
TEXAS,2011,September,High Wind,20.00K
TEXAS,2011,September,High Wind,20.00K
MISSISSIPPI,2011,November,High Wind,20.00K
GEORGIA,2011,October,High Wind,20.00K
MISSISSIPPI,2011,March,High Wind,20.00K
MISSISSIPPI,2011,March,High Wind,20.00K
INDIANA,2011,June,High Wind,20.00K
ALABAMA,2011,August,High Wind,20.00K
ARKANSAS,2011,July,High Wind,20.00K
NEW YORK,2011,August,High Wind,20.00K
TEXAS,2011,September,High Wind,20.00K
NEW YORK,2011,December,High Wind,20.00K
CONNECTICUT,2011,December,High Wind,20.00K
FLORIDA,2011,January,High Wind,20.00K
WEST VIRGINIA,2011,April,High Wind,20.00K
OHIO,2011,March,High Wind,20.00K
WEST VIRGINIA,2011,April,High Wind,20.00K
OHIO,2011,April,High Wind,20.00K
KENTUCKY,2011,February,High Wind,20.00K
OHIO,2011,April,High Wind,20.00K
INDIANA,2011,April,High Wind,20.00K
FLORIDA,2011,March,High Wind,20.00K
NORTH CAROLINA,2011,March,High Wind,20.00K
TENNESSEE,2011,February,High Wind,20.00K
OHIO,2011,April,High Wind,20.00K
MARYLAND,2011,July,High Wind,20.00K
OHIO,2011,April,High Wind,20.00K
OHIO,2011,April,High Wind,20.00K
GEORGIA,2011,February,High Wind,20.00K
KENTUCKY,2011,February,High Wind,20.00K
KENTUCKY,2011,February,High Wind,20.00K
MISSOURI,2011,April,High Wind,20.00K
PENNSYLVANIA,2011,April,High Wind,20.00K
VIRGINIA,2011,March,High Wind,20.00K
ILLINOIS,2011,February,High Wind,20.00K
TEXAS,2011,April,High Wind,20.00K
KENTUCKY,2011,April,High Wind,20.00K
IOWA,2011,March,High Wind,20.00K
IOWA,2011,March,High Wind,20.00K
VIRGINIA,2011,March,High Wind,20.00K
GEORGIA,2011,April,High Wind,20.00K
IOWA,2011,May,High Wind,20.00K
TENNESSEE,2011,April,High Wind,20.00K
ILLINOIS,2011,May,High Wind,20.00K
MISSISSIPPI,2011,April,High Wind,20.00K
TEXAS,2011,April,High Wind,20.00K
TEXAS,2011,April,High Wind,20.00K
PENNSYLVANIA,2011,April,High Wind,20.00K
KENTUCKY,2011,May,High Wind,20.00K
ILLINOIS,2011,May,High Wind,20.00K
GEORGIA,2011,April,High Wind,20.00K
TEXAS,2011,April,High Wind,20.00K
KENTUCKY,2011,April,High Wind,20.00K
TEXAS,2011,April,High Wind,20.00K
MISSOURI,2011,April,High Wind,20.00K
TENNESSEE,2011,April,High Wind,20.00K
TEXAS,2011,April,High Wind,20.00K
KENTUCKY,2011,April,High Wind,20.00K
TEXAS,2011,May,High Wind,20.00K
FLORIDA,2011,April,High Wind,20.00K
ILLINOIS,2011,April,High Wind,20.00K
PENNSYLVANIA,2011,April,High Wind,20.00K
MISSOURI,2011,May,High Wind,20.00K
MISSOURI,2011,May,High Wind,20.00K
WISCONSIN,2011,April,High Wind,20.00K
OHIO,2011,May,High Wind,20.00K
INDIANA,2011,April,High Wind,20.00K
OHIO,2011,April,High Wind,20.00K
TEXAS,2011,April,High Wind,20.00K
ILLINOIS,2011,April,High Wind,20.00K
VERMONT,2011,May,High Wind,20.00K
OHIO,2011,May,High Wind,20.00K
LOUISIANA,2011,April,High Wind,20.00K
TENNESSEE,2011,June,High Wind,20.00K
MISSOURI,2011,May,High Wind,20.00K
KENTUCKY,2011,April,High Wind,20.00K
KENTUCKY,2011,April,High Wind,20.00K
ARKANSAS,2011,April,High Wind,20.00K
KENTUCKY,2011,May,High Wind,20.00K
ILLINOIS,2011,April,High Wind,20.00K
OHIO,2011,May,High Wind,20.00K
ARKANSAS,2011,June,High Wind,20.00K
ILLINOIS,2011,May,High Wind,20.00K
